1;arms_factory;1901.00;0.00;846.00;3.00;0
1;industrial_complex;1888.00;0.00;834.00;2.00;0
1;air_base;1885.00;0.00;842.00;4.00;0
1;bunker;1909.00;0.00;828.00;1.00;0
1;anti_air_building;1877.00;0.00;837.00;4.00;0
1;synthetic_refinery;1886.00;0.00;815.00;4.00;0
1;radar_station;1876.00;0.00;835.00;3.00;0
1;nuclear_reactor;1887.00;0.00;846.00;-1.00;0
1;naval_base;1890.00;12.00;855.00;4.00;2075
1;coastal_bunker;1890.00;12.00;855.00;-1.00;0
1;dockyard;1906.00;11.00;842.00;0.00;0
2;arms_factory;2174.00;0.00;664.00;3.00;0
2;industrial_complex;2141.00;0.00;622.00;1.00;0
2;air_base;2173.00;0.00;661.00;3.00;0
2;bunker;2152.00;0.00;626.00;4.00;0
2;anti_air_building;2142.00;0.00;637.00;1.00;0
2;synthetic_refinery;2169.00;0.00;639.00;1.00;0
2;radar_station;2187.00;0.00;654.00;1.00;0
2;nuclear_reactor;2181.00;0.00;647.00;3.00;0
2;naval_base;2133.00;14.00;615.00;3.00;5310
2;coastal_bunker;2147.00;10.00;602.00;4.00;0
2;dockyard;2133.00;9.00;615.00;4.00;0
3;arms_factory;2294.00;0.00;970.00;3.00;0
3;industrial_complex;2300.00;0.00;974.00;1.00;0
3;air_base;2318.00;0.00;981.00;3.00;0
3;bunker;2309.00;0.00;971.00;3.00;0
3;anti_air_building;2298.00;0.00;970.00;0.00;0
3;synthetic_refinery;2313.00;0.00;971.00;0.00;0
3;radar_station;2313.00;0.00;994.00;4.00;0
3;nuclear_reactor;2315.00;0.00;1001.00;3.00;0
3;naval_base;2314.00;10.00;1005.00;2.00;7484
3;coastal_bunker;2319.00;10.00;994.00;0.00;0
3;dockyard;2314.00;10.00;1005.00;0.00;0
4;arms_factory;2047.00;0.00;648.00;3.00;0
4;industrial_complex;2060.00;0.00;643.00;0.00;0
4;air_base;2054.00;0.00;614.00;4.00;0
4;bunker;2057.00;0.00;630.00;-1.00;0
4;anti_air_building;2047.00;0.00;642.00;4.00;0
4;synthetic_refinery;2034.00;0.00;665.00;3.00;0
4;radar_station;2052.00;0.00;638.00;2.00;0
4;nuclear_reactor;2043.00;0.00;647.00;4.00;0
4;naval_base;2059.00;10.00;648.00;3.00;4641
4;coastal_bunker;2068.00;14.00;606.00;1.00;0
4;dockyard;2062.00;10.00;635.00;2.00;0
5;arms_factory;2512.00;0.00;838.00;0.00;0
5;industrial_complex;2518.00;0.00;844.00;2.00;0
5;air_base;2499.00;0.00;827.00;1.00;0
5;bunker;2506.00;0.00;866.00;3.00;0
5;anti_air_building;2516.00;0.00;859.00;3.00;0
5;synthetic_refinery;2513.00;0.00;837.00;0.00;0
5;radar_station;2509.00;0.00;844.00;4.00;0
5;nuclear_reactor;2512.00;0.00;838.00;0.00;0
5;naval_base;2502.00;12.00;864.00;2.00;1815
5;coastal_bunker;2515.00;14.00;835.00;-1.00;0
5;dockyard;2515.00;9.00;835.00;3.00;0
6;arms_factory;1563.00;0.00;1952.00;2.00;0
6;industrial_complex;1631.00;0.00;1912.00;0.00;0
6;air_base;1563.00;0.00;1885.00;1.00;0
6;bunker;1593.00;0.00;1892.00;0.00;0
6;anti_air_building;1580.00;0.00;1905.00;1.00;0
6;synthetic_refinery;1544.00;0.00;1902.00;3.00;0
6;radar_station;1608.00;0.00;1898.00;-1.00;0
6;nuclear_reactor;1552.00;0.00;1916.00;4.00;0
7;arms_factory;1664.00;0.00;1481.00;0.00;0
7;industrial_complex;1681.00;0.00;1466.00;3.00;0
7;air_base;1671.00;0.00;1483.00;4.00;0
7;bunker;1685.00;0.00;1474.00;0.00;0
7;anti_air_building;1663.00;0.00;1476.00;0.00;0
7;synthetic_refinery;1680.00;0.00;1479.00;3.00;0
7;radar_station;1670.00;0.00;1469.00;4.00;0
7;nuclear_reactor;1665.00;0.00;1475.00;-1.00;0
7;naval_base;1661.00;11.00;1470.00;2.00;3865
7;coastal_bunker;1661.00;10.00;1470.00;0.00;0
7;dockyard;1672.00;9.00;1461.00;2.00;0
8;arms_factory;1983.00;0.00;1214.00;1.00;0
8;industrial_complex;1962.00;0.00;1219.00;4.00;0
8;air_base;1983.00;0.00;1230.00;2.00;0
8;bunker;1959.00;0.00;1206.00;1.00;0
8;anti_air_building;1972.00;0.00;1198.00;1.00;0
8;synthetic_refinery;1978.00;0.00;1222.00;1.00;0
8;radar_station;1967.00;0.00;1209.00;2.00;0
8;nuclear_reactor;1975.00;0.00;1216.00;4.00;0
9;arms_factory;1231.00;0.00;1922.00;-1.00;0
9;industrial_complex;1222.00;0.00;1924.00;-1.00;0
9;air_base;1241.00;0.00;1962.00;4.00;0
9;bunker;1240.00;0.00;1957.00;0.00;0
9;anti_air_building;1251.00;0.00;1964.00;1.00;0
9;synthetic_refinery;1222.00;0.00;1937.00;1.00;0
9;radar_station;1241.00;0.00;1923.00;1.00;0
9;nuclear_reactor;1244.00;0.00;1954.00;2.00;0
9;naval_base;1216.00;12.00;1917.00;4.00;5128
9;coastal_bunker;1209.00;12.00;1933.00;-1.00;0
9;dockyard;1216.00;12.00;1917.00;3.00;0
10;arms_factory;2224.00;0.00;1018.00;0.00;0
10;industrial_complex;2238.00;0.00;1006.00;3.00;0
10;air_base;2231.00;0.00;1021.00;-1.00;0
10;bunker;2238.00;0.00;1011.00;0.00;0
10;anti_air_building;2223.00;0.00;1020.00;1.00;0
10;synthetic_refinery;2240.00;0.00;1026.00;0.00;0
10;radar_station;2225.00;0.00;1023.00;0.00;0
10;nuclear_reactor;2231.00;0.00;1019.00;3.00;0
11;arms_factory;1979.00;0.00;956.00;1.00;0
11;industrial_complex;1988.00;0.00;977.00;2.00;0
11;air_base;1976.00;0.00;988.00;-1.00;0
11;bunker;1965.00;0.00;980.00;4.00;0
11;anti_air_building;1980.00;0.00;975.00;0.00;0
11;synthetic_refinery;1970.00;0.00;979.00;0.00;0
11;radar_station;1960.00;0.00;972.00;1.00;0
11;nuclear_reactor;1976.00;0.00;974.00;3.00;0
12;arms_factory;2085.00;0.00;898.00;0.00;0
12;industrial_complex;2076.00;0.00;906.00;4.00;0
12;air_base;2094.00;0.00;896.00;1.00;0
12;bunker;2080.00;0.00;901.00;1.00;0
12;anti_air_building;2087.00;0.00;895.00;2.00;0
12;synthetic_refinery;2084.00;0.00;903.00;4.00;0
12;radar_station;2106.00;0.00;902.00;1.00;0
12;nuclear_reactor;2093.00;0.00;897.00;0.00;0
13;arms_factory;2032.00;0.00;868.00;4.00;0
13;industrial_complex;2009.00;0.00;872.00;1.00;0
13;air_base;2019.00;0.00;861.00;0.00;0
13;bunker;2015.00;0.00;862.00;4.00;0
