1;0;2299.00;11.10;1905.00;0.00;1.72
2;0;4135.00;10.70;1904.00;0.00;1.00
3;0;5394.00;9.50;2000.00;0.00;2.24
4;0;1388.00;9.60;1896.00;0.00;0.28
5;0;2530.00;11.00;1862.00;0.00;2.16
6;0;4048.00;10.80;1540.00;0.00;2.24
7;0;794.00;9.50;1992.00;0.00;2.20
8;0;4222.00;10.80;2028.00;0.00;1.08
9;0;3189.00;10.40;1866.00;0.00;1.80
10;0;4889.00;9.70;1746.00;0.00;2.20
11;0;2420.00;15.55;457.00;0.00;0.40
12;0;2036.00;13.95;1741.00;0.00;0.64
13;0;3815.00;10.30;1599.00;0.00;2.84
14;0;2077.00;14.32;1700.00;0.00;0.36
15;0;4020.00;10.40;1814.00;0.00;2.12
16;0;1630.00;13.15;1740.00;0.00;0.36
17;0;4245.00;11.10;1907.00;0.00;1.88
18;0;3965.00;10.10;1900.00;0.00;1.56
19;0;2646.00;11.00;1795.00;0.00;2.20
20;0;3031.00;10.40;1742.00;0.00;2.00
21;0;3456.00;9.80;1943.00;0.00;2.88
22;0;2495.00;11.70;1507.00;0.00;1.12
23;0;4191.00;10.90;1762.00;0.00;2.20
24;0;3190.00;10.57;1769.00;0.00;1.80
25;0;2842.00;10.40;1667.00;0.00;1.04
26;0;3724.00;9.50;92.00;0.00;1.52
27;0;5441.00;9.50;103.00;0.00;2.84
28;0;1852.00;9.50;218.00;0.00;2.40
29;0;2225.00;9.50;147.00;0.00;2.60
30;0;1420.00;11.70;2041.00;0.00;0.32
31;0;216.00;9.50;1173.00;0.00;3.52
32;0;1769.00;12.27;1866.00;0.00;0.48
33;0;1578.00;12.30;1997.00;0.00;0.40
34;0;2011.00;12.25;2021.00;0.00;1.40
35;0;3322.00;10.30;1863.00;0.00;2.44
36;0;1567.00;13.32;1850.00;0.00;0.36
37;0;3201.00;9.50;221.00;0.00;2.20
38;0;5576.00;9.50;568.00;0.00;2.56
39;0;642.00;9.50;2007.00;0.00;2.00
40;0;4413.00;9.50;1091.00;0.00;3.36
41;0;736.00;9.50;295.00;0.00;3.84
42;0;3234.00;9.50;151.00;0.00;1.72
43;0;4830.00;9.50;1334.00;0.00;2.84
44;0;413.00;9.50;724.00;0.00;3.40
45;0;4826.00;10.20;1613.00;0.00;1.20
46;0;2123.00;11.30;2018.00;0.00;1.28
47;0;3181.00;9.50;309.00;0.00;2.80
48;0;1025.00;9.50;1526.00;0.00;3.72
49;0;1510.00;9.50;1593.00;0.00;2.84
50;0;4248.00;9.50;460.00;0.00;3.28
51;0;3620.00;9.50;106.00;0.00;1.76
52;0;186.00;9.50;993.00;0.00;3.32
53;0;4200.00;9.50;1229.00;0.00;0.32
54;0;5174.00;9.50;1196.00;0.00;2.28
55;0;514.00;9.50;1112.00;0.00;3.92
56;0;3287.00;9.50;277.00;0.00;2.08
57;0;1438.00;9.50;644.00;0.00;3.00
58;0;512.00;9.50;1295.00;0.00;3.68
59;0;2519.00;11.40;1658.00;0.00;2.16
60;0;4628.00;9.50;1559.00;0.00;2.72
61;0;678.00;9.50;1725.00;0.00;3.52
62;0;2987.00;9.50;35.00;0.00;1.64
63;0;4282.00;9.50;1230.00;0.00;1.84
64;0;753.00;9.50;180.00;0.00;3.12
65;0;1118.00;9.50;1323.00;0.00;3.08
66;0;5437.00;9.50;1359.00;0.00;2.32
67;0;385.00;9.50;1812.00;0.00;3.00
68;0;2936.00;9.50;185.00;0.00;1.84
69;0;3502.00;9.50;409.00;0.00;2.88
70;0;4403.00;9.50;115.00;0.00;2.64
71;0;1513.00;9.50;1201.00;0.00;2.76
72;0;224.00;9.50;1792.00;0.00;2.68
73;0;2950.00;9.50;265.00;0.00;2.00
74;0;3520.00;9.50;313.00;0.00;1.48
75;0;5472.00;9.50;420.00;0.00;2.08
76;0;4275.00;9.50;942.00;0.00;2.76
77;0;1374.00;9.50;1878.00;0.00;4.76
78;0;2201.00;9.90;1170.00;0.00;0.28
79;0;2254.00;16.00;1037.00;0.00;0.40
80;0;462.00;9.50;955.00;0.00;3.16
81;0;987.00;9.50;1424.00;0.00;3.04
82;0;3806.00;9.50;150.00;0.00;1.64
83;0;3817.00;9.50;34.00;0.00;1.80
84;0;5386.00;9.50;1443.00;0.00;2.84
85;0;4527.00;9.50;119.00;0.00;2.00
86;0;2121.00;9.50;285.00;0.00;3.00
87;0;4558.00;9.50;264.00;0.00;3.32
88;0;4076.00;9.50;319.00;0.00;3.28
89;0;1246.00;9.50;512.00;0.00;2.36
90;0;3689.00;9.50;42.00;0.00;1.84
91;0;166.00;9.50;1317.00;0.00;2.64
92;0;3456.00;9.50;1533.00;0.00;3.00
93;0;3784.00;9.50;367.00;0.00;1.44
94;0;332.00;9.50;1039.00;0.00;3.60
95;0;42.00;9.50;448.00;0.00;1.88
96;0;909.00;9.50;439.00;0.00;4.16
97;0;5187.00;9.50;1525.00;0.00;3.12
98;0;2996.00;9.50;421.00;0.00;2.00
99;0;2940.00;9.50;103.00;0.00;2.12
100;0;208.00;9.50;234.00;0.00;3.52
101;0;5452.00;9.50;1817.00;0.00;2.20
102;0;4398.00;9.50;849.00;0.00;1.88
