1;arms_factory;1888.00;11.55;835.00;1.29;0
1;arms_factory;1876.00;10.15;835.00;2.85;0
1;arms_factory;1904.00;13.10;828.00;5.51;0
1;arms_factory;1881.00;10.60;838.00;1.90;0
1;arms_factory;1911.00;13.45;831.00;6.02;0
1;arms_factory;1893.00;12.00;820.00;6.12;0
1;industrial_complex;1910.00;13.20;826.00;3.96;0
1;industrial_complex;1882.00;10.23;822.00;1.80;0
1;industrial_complex;1916.00;13.05;830.00;4.46;0
1;industrial_complex;1889.00;11.75;835.00;6.03;0
1;industrial_complex;1878.00;10.30;835.00;2.41;0
1;industrial_complex;1888.00;11.20;830.00;0.25;0
1;air_base;1877.00;10.35;839.00;1.45;0
1;naval_base;1893.00;10.60;850.00;-1.89;6664
1;naval_base;1907.00;11.03;841.00;-3.76;5923
1;naval_base;1883.00;10.35;860.00;1.57;6664
1;naval_base;1922.00;9.98;831.00;-3.73;5923
1;naval_base;1913.00;11.68;836.00;-3.61;5923
1;naval_base;1904.00;11.30;843.00;-4.25;5923
1;bunker;1879.00;10.38;835.00;1.96;0
1;bunker;1911.00;12.85;818.00;4.98;0
1;bunker;1894.00;12.15;830.00;6.19;0
1;bunker;1869.00;9.80;825.00;4.03;0
1;bunker;1908.00;13.18;837.00;0.41;0
1;bunker;1920.00;11.55;830.00;1.97;0
1;bunker;1888.00;11.85;841.00;4.63;0
1;bunker;1897.00;12.45;825.00;2.47;0
1;bunker;1888.00;10.95;823.00;5.14;0
1;bunker;1895.00;12.65;839.00;0.41;0
1;bunker;1908.00;12.80;814.00;4.54;0
1;bunker;1904.00;12.95;813.00;0.92;0
1;bunker;1909.00;13.15;825.00;2.48;0
1;bunker;1874.00;9.90;830.00;5.14;0
1;bunker;1891.00;12.00;835.00;2.98;0
1;bunker;1898.00;12.50;848.00;4.19;0
1;bunker;1880.00;10.55;840.00;0.92;0
1;bunker;1887.00;11.80;848.00;3.59;0
1;coastal_bunker;1898.00;11.98;850.00;-3.14;0
1;coastal_bunker;1909.00;11.23;839.00;-3.61;0
1;coastal_bunker;1903.00;10.80;846.00;-4.25;0
1;coastal_bunker;1889.00;11.00;849.00;1.57;0
1;coastal_bunker;1923.00;9.70;830.00;-3.73;0
1;coastal_bunker;1908.00;11.20;840.00;-3.76;0
1;dockyard;1899.00;11.38;848.00;-3.14;0
1;anti_air_building;1904.00;13.35;838.00;0.48;0
1;anti_air_building;1896.00;12.65;814.00;3.15;0
1;anti_air_building;1878.00;10.15;830.00;6.16;0
1;radar_station;1895.00;12.53;835.00;3.07;0
2;arms_factory;2158.00;10.30;651.00;5.51;0
2;arms_factory;2166.00;10.65;654.00;1.90;0
2;arms_factory;2171.00;9.90;607.00;6.02;0
2;arms_factory;2154.00;9.60;606.00;6.12;0
2;arms_factory;2164.00;9.63;608.00;3.96;0
2;arms_factory;2164.00;10.45;638.00;1.80;0
2;industrial_complex;2164.00;10.50;643.00;4.46;0
2;industrial_complex;2169.00;10.75;658.00;6.03;0
2;industrial_complex;2173.00;10.90;661.00;2.41;0
2;industrial_complex;2138.00;9.60;620.00;0.25;0
2;industrial_complex;2167.00;9.93;611.00;1.45;0
2;industrial_complex;2163.00;9.95;617.00;4.47;0
2;air_base;2180.00;10.90;642.00;0.85;0
2;naval_base;2134.00;9.50;609.00;-0.79;535
2;naval_base;2161.00;9.50;597.00;-1.25;535
2;naval_base;2147.00;9.50;602.00;-0.46;535
2;bunker;2170.00;10.10;615.00;5.58;0
2;bunker;2174.00;10.70;632.00;1.96;0
2;bunker;2149.00;9.53;602.00;4.98;0
2;bunker;2183.00;11.00;646.00;6.19;0
2;bunker;2154.00;9.65;613.00;4.03;0
2;bunker;2144.00;10.18;652.00;0.41;0
2;bunker;2143.00;9.60;610.00;1.97;0
2;bunker;2137.00;9.60;621.00;4.63;0
2;bunker;2180.00;10.80;628.00;2.47;0
2;bunker;2169.00;10.75;657.00;5.14;0
2;bunker;2186.00;10.65;608.00;0.41;0
2;bunker;2173.00;10.90;662.00;4.54;0
2;bunker;2154.00;9.90;625.00;0.92;0
2;bunker;2163.00;9.65;610.00;2.48;0
2;bunker;2173.00;9.70;599.00;5.14;0
2;bunker;2168.00;10.25;624.00;2.98;0
2;bunker;2169.00;10.65;637.00;4.19;0
2;bunker;2162.00;10.35;637.00;0.92;0
2;bunker;2151.00;10.15;648.00;3.59;0
2;bunker;2175.00;10.85;648.00;6.25;0
2;bunker;2178.00;10.90;640.00;2.64;0
2;bunker;2141.00;10.15;637.00;5.65;0
2;coastal_bunker;2149.00;9.50;601.00;-0.46;0
2;coastal_bunker;2134.00;9.53;615.00;-0.79;0
2;coastal_bunker;2161.00;9.50;597.00;-1.25;0
2;dockyard;2159.00;9.50;599.00;-1.25;0
2;anti_air_building;2143.00;10.15;652.00;0.48;0
2;anti_air_building;2154.00;10.20;644.00;3.15;0
